submission_id,hour_since_post,views_cumulative,likes_cumulative,comments_cumulative,shares_cumulative,graph_pattern,label
GEN-000007,10,19582,485,0,0,late_like_spike,suspicious
GEN-000007,12,52068,582,25,0,late_like_spike,suspicious
GEN-000007,14,84446,679,50,37,late_like_spike,suspicious
GEN-000007,16,92062,776,75,74,late_like_spike,suspicious
GEN-000007,18,95629,4657,100,111,late_like_spike,suspicious
GEN-000007,20,105496,4754,125,148,late_like_spike,suspicious
GEN-000007,22,128594,4851,150,186,late_like_spike,suspicious
GEN-000007,24,156655,4948,176,224,late_like_spike,suspicious
GEN-000008,0,0,0,0,0,late_like_spike,suspicious
GEN-000008,2,8171,5,3,3,late_like_spike,suspicious
GEN-000008,4,17009,11,6,6,late_like_spike,suspicious
GEN-000008,6,25309,16,9,9,late_like_spike,suspicious
GEN-000008,8,27052,22,12,12,late_like_spike,suspicious
GEN-000008,10,32735,28,15,15,late_like_spike,suspicious
GEN-000008,12,40847,34,18,18,late_like_spike,suspicious
GEN-000008,14,48671,40,21,21,late_like_spike,suspicious
GEN-000008,16,51785,46,25,24,late_like_spike,suspicious
GEN-000008,18,59377,52,29,27,late_like_spike,suspicious
GEN-000008,20,64399,284,33,30,late_like_spike,suspicious
GEN-000008,22,70419,290,37,34,late_like_spike,suspicious
GEN-000008,24,74038,296,41,38,late_like_spike,suspicious
GEN-000009,0,0,0,0,0,smooth_gradual,clean
GEN-000009,2,456,30,9,0,smooth_gradual,clean
GEN-000009,4,1619,78,12,1,smooth_gradual,clean
GEN-000009,6,2007,120,19,2,smooth_gradual,clean
GEN-000009,8,2784,219,28,2,smooth_gradual,clean
GEN-000009,10,5695,283,29,3,smooth_gradual,clean
GEN-000009,12,7023,330,33,4,smooth_gradual,clean
GEN-000009,14,7290,492,39,4,smooth_gradual,clean
GEN-000009,16,8426,612,47,5,smooth_gradual,clean
GEN-000009,18,9394,634,60,5,smooth_gradual,clean
GEN-000009,20,9950,657,90,5,smooth_gradual,clean
GEN-000009,22,11269,717,113,7,smooth_gradual,clean
GEN-000009,24,11603,745,121,8,smooth_gradual,clean
GEN-000010,0,0,0,0,0,late_like_spike,botted
GEN-000010,2,6212,52,0,0,late_like_spike,botted
GEN-000010,4,19390,104,0,0,late_like_spike,botted
GEN-000010,6,45355,156,0,0,late_like_spike,botted
GEN-000010,8,76471,208,0,0,late_like_spike,botted
GEN-000010,10,116071,260,0,0,late_like_spike,botted
GEN-000010,12,136258,312,0,0,late_like_spike,botted
GEN-000010,14,156942,364,0,22,late_like_spike,botted
GEN-000010,16,176578,416,0,44,late_like_spike,botted
GEN-000010,18,212735,469,0,67,late_like_spike,botted
GEN-000010,20,244235,522,0,90,late_like_spike,botted
GEN-000010,22,253491,2615,0,113,late_like_spike,botted
GEN-000010,24,282349,2668,0,136,late_like_spike,botted
GEN-000011,0,0,0,0,0,vertical_spike_no_engagement,botted
GEN-000011,2,3039,10,0,1,vertical_spike_no_engagement,botted
GEN-000011,4,6078,21,0,2,vertical_spike_no_engagement,botted
GEN-000011,6,9117,32,0,3,vertical_spike_no_engagement,botted
GEN-000011,8,12156,519,0,4,vertical_spike_no_engagement,botted
GEN-000011,10,148938,530,0,73,vertical_spike_no_engagement,botted
GEN-000011,12,151978,541,0,74,vertical_spike_no_engagement,botted
GEN-000011,14,155018,552,0,76,vertical_spike_no_engagement,botted
GEN-000011,16,158058,563,0,78,vertical_spike_no_engagement,botted
GEN-000011,18,161098,574,0,80,vertical_spike_no_engagement,botted
GEN-000011,20,164138,585,0,82,vertical_spike_no_engagement,botted
GEN-000011,22,167178,596,0,84,vertical_spike_no_engagement,botted
GEN-000011,24,170218,607,0,86,vertical_spike_no_engagement,botted
GEN-000012,0,0,0,0,0,step_like_batches,suspicious
GEN-000012,2,4801,95,1,0,step_like_batches,suspicious
GEN-000012,4,117079,3807,3,0,step_like_batches,suspicious
GEN-000012,6,121880,3901,4,0,step_like_batches,suspicious
GEN-000012,8,249883,6399,6,0,step_like_batches,suspicious
GEN-000012,10,254685,6494,8,1,step_like_batches,suspicious
GEN-000012,12,259486,6589,10,1,step_like_batches,suspicious
GEN-000012,14,264287,9855,40,1,step_like_batches,suspicious
GEN-000012,16,269089,9950,94,1,step_like_batches,suspicious
GEN-000012,18,380750,10045,96,1,step_like_batches,suspicious
GEN-000012,20,385552,10140,149,1,step_like_batches,suspicious
GEN-000012,22,390354,10235,151,2,step_like_batches,suspicious
GEN-000012,24,489430,12920,153,3,step_like_batches,suspicious
GEN-000013,0,0,0,0,0,step_like_batches,suspicious
GEN-000013,2,4399,192,7,0,step_like_batches,suspicious
GEN-000013,4,145203,384,14,0,step_like_batches,suspicious
GEN-000013,6,149602,7297,21,1,step_like_batches,suspicious
GEN-000013,8,154001,12972,28,2,step_like_batches,suspicious
GEN-000013,10,323038,13164,289,2,step_like_batches,suspicious
GEN-000013,12,483169,13356,505,2,step_like_batches,suspicious
GEN-000013,14,487568,13548,512,2,step_like_batches,suspicious
GEN-000013,16,491968,13740,519,2,step_like_batches,suspicious
GEN-000013,18,496368,17585,526,2,step_like_batches,suspicious
GEN-000013,20,500768,17777,533,2,step_like_batches,suspicious
GEN-000013,22,505168,22354,757,2,step_like_batches,suspicious
GEN-000013,24,660505,22546,764,2,step_like_batches,suspicious
GEN-000014,0,0,0,0,0,late_like_spike,suspicious
GEN-000014,2,213,1,0,0,late_like_spike,suspicious
GEN-000014,4,832,2,0,0,late_like_spike,suspicious
GEN-000014,6,898,3,0,0,late_like_spike,suspicious
GEN-000014,8,1726,4,0,0,late_like_spike,suspicious
GEN-000014,10,1778,6,0,0,late_like_spike,suspicious
GEN-000014,12,2553,8,0,0,late_like_spike,suspicious
GEN-000014,14,2892,10,0,0,late_like_spike,suspicious
GEN-000014,16,3134,12,0,2,late_like_spike,suspicious
GEN-000014,18,4131,14,0,4,late_like_spike,suspicious
GEN-000014,20,4540,16,1,6,late_like_spike,suspicious
GEN-000014,22,5134,18,2,8,late_like_spike,suspicious
GEN-000014,24,5247,84,3,11,late_like_spike,suspicious
GEN-000015,0,0,0,0,0,step_like_batches,suspicious
GEN-000015,2,464,2,0,0,step_like_batches,suspicious
GEN-000015,4,928,4,0,0,step_like_batches,suspicious
GEN-000015,6,1392,99,0,11,step_like_batches,suspicious
GEN-000015,8,17688,101,0,11,step_like_batches,suspicious
GEN-000015,10,18153,104,4,11,step_like_batches,suspicious
GEN-000015,12,18617,106,4,11,step_like_batches,suspicious
GEN-000015,14,19081,108,7,25,step_like_batches,suspicious
GEN-000015,16,19546,111,10,26,step_like_batches,suspicious
GEN-000015,18,20011,114,13,27,step_like_batches,suspicious
GEN-000015,20,33551,117,13,28,step_like_batches,suspicious
GEN-000015,22,34016,188,13,44,step_like_batches,suspicious
GEN-000015,24,45922,259,13,45,step_like_batches,suspicious
GEN-000016,0,0,0,0,0,vertical_spike_no_engagement,botted
GEN-000016,2,6430,51,0,4,vertical_spike_no_engagement,botted
GEN-000016,4,12860,103,0,8,vertical_spike_no_engagement,botted
GEN-000016,6,19290,154,0,12,vertical_spike_no_engagement,botted
GEN-000016,8,25721,206,0,16,vertical_spike_no_engagement,botted
GEN-000016,10,32152,2535,0,20,vertical_spike_no_engagement,botted
GEN-000016,12,38583,2587,0,24,vertical_spike_no_engagement,botted
GEN-000016,14,45014,2639,0,209,vertical_spike_no_engagement,botted
GEN-000016,16,334395,2691,0,213,vertical_spike_no_engagement,botted
GEN-000016,18,340826,2743,0,217,vertical_spike_no_engagement,botted
GEN-000016,20,347257,2795,0,221,vertical_spike_no_engagement,botted
GEN-000016,22,353688,2847,0,225,vertical_spike_no_engagement,botted
GEN-000016,24,360119,2899,0,230,vertical_spike_no_engagement,botted
GEN-000017,0,0,0,0,0,step_like_batches,suspicious
GEN-000017,2,2067,63,0,4,step_like_batches,suspicious
GEN-000017,4,4134,126,11,134,step_like_batches,suspicious
GEN-000017,6,6201,189,24,138,step_like_batches,suspicious
GEN-000017,8,84103,252,24,142,step_like_batches,suspicious
GEN-000017,10,86170,316,38,146,step_like_batches,suspicious
GEN-000017,12,88237,2285,38,263,step_like_batches,suspicious
GEN-000017,14,90304,2349,38,369,step_like_batches,suspicious
GEN-000017,16,92371,3645,38,373,step_like_batches,suspicious
GEN-000017,18,134170,3709,39,377,step_like_batches,suspicious
GEN-000017,20,136237,3773,52,381,step_like_batches,suspicious
GEN-000017,22,212717,5896,52,385,step_like_batches,suspicious
GEN-000017,24,214785,5960,53,389,step_like_batches,suspicious
GEN-000018,0,0,0,0,0,normal_viral_smooth,clean
GEN-000018,2,1038,54,27,7,normal_viral_smooth,clean
GEN-000018,4,5055,384,48,14,normal_viral_smooth,clean
GEN-000018,6,18778,1231,54,23,normal_viral_smooth,clean
GEN-000018,8,23369,2758,110,36,normal_viral_smooth,clean
GEN-000018,10,34327,4203,151,44,normal_viral_smooth,clean
GEN-000018,12,41122,4439,217,68,normal_viral_smooth,clean
GEN-000018,14,41393,4591,299,91,normal_viral_smooth,clean
GEN-000018,16,48701,5347,337,99,normal_viral_smooth,clean
GEN-000018,18,57611,6049,411,108,normal_viral_smooth,clean
GEN-000018,20,65171,7165,545,114,normal_viral_smooth,clean
GEN-000018,22,68328,7606,717,128,normal_viral_smooth,clean
GEN-000018,24,76654,8428,780,135,normal_viral_smooth,clean
GEN-000019,0,0,0,0,0,step_like_batches,botted
GEN-000019,2,5350,10,0,3,step_like_batches,botted
GEN-000019,4,10700,20,1,113,step_like_batches,botted
GEN-000019,6,16050,270,1,209,step_like_batches,botted
GEN-000019,8,21400,545,16,300,step_like_batches,botted
GEN-000019,10,26750,753,30,303,step_like_batches,botted
GEN-000019,12,32100,763,30,306,step_like_batches,botted
GEN-000019,14,37450,773,46,309,step_like_batches,botted
GEN-000019,16,42800,783,47,423,step_like_batches,botted
GEN-000019,18,232582,1060,48,426,step_like_batches,botted
GEN-000019,20,388742,1070,49,429,step_like_batches,botted
GEN-000019,22,394092,1080,61,432,step_like_batches,botted
GEN-000019,24,499246,1090,62,496,step_like_batches,botted
GEN-000020,0,0,0,0,0,step_like_batches,suspicious
GEN-000020,2,98,1,0,0,step_like_batches,suspicious
GEN-000020,4,196,36,3,3,step_like_batches,suspicious
GEN-000020,6,3341,37,5,5,step_like_batches,suspicious
GEN-000020,8,3439,92,8,8,step_like_batches,suspicious
GEN-000020,10,3537,122,8,8,step_like_batches,suspicious
GEN-000020,12,3635,123,8,8,step_like_batches,suspicious
GEN-000020,14,3734,124,8,8,step_like_batches,suspicious
GEN-000020,16,5730,125,8,11,step_like_batches,suspicious
GEN-000020,18,5829,127,8,11,step_like_batches,suspicious
GEN-000020,20,5928,153,8,11,step_like_batches,suspicious
GEN-000020,22,6027,184,8,11,step_like_batches,suspicious
GEN-000020,24,8124,186,8,11,step_like_batches,suspicious
GEN-000021,0,0,0,0,0,late_like_spike,suspicious
GEN-000021,2,737,6,0,0,late_like_spike,suspicious
GEN-000021,4,2197,12,0,0,late_like_spike,suspicious
GEN-000021,6,2282,18,0,0,late_like_spike,suspicious
GEN-000021,8,3247,24,0,0,late_like_spike,suspicious
GEN-000021,10,4924,30,0,0,late_like_spike,suspicious
GEN-000021,12,5551,36,0,0,late_like_spike,suspicious
GEN-000021,14,6059,42,0,0,late_like_spike,suspicious
GEN-000021,16,7158,48,0,0,late_like_spike,suspicious
GEN-000021,18,7625,287,0,4,late_like_spike,suspicious
GEN-000021,20,8243,293,0,8,late_like_spike,suspicious
GEN-000021,22,8366,299,1,12,late_like_spike,suspicious
GEN-000021,24,9378,305,2,16,late_like_spike,suspicious
GEN-000022,0,0,0,0,0,flat_then_spike,botted
GEN-000022,2,146,1,0,0,flat_then_spike,botted
GEN-000022,4,292,3,0,0,flat_then_spike,botted
GEN-000022,6,437,4,0,0,flat_then_spike,botted
GEN-000022,8,583,5,0,0,flat_then_spike,botted
GEN-000022,10,53002,501,0,0,flat_then_spike,botted
GEN-000022,12,59217,568,0,0,flat_then_spike,botted
GEN-000022,14,65119,608,0,58,flat_then_spike,botted
GEN-000022,16,68370,627,0,66,flat_then_spike,botted
GEN-000022,18,73527,642,0,68,flat_then_spike,botted
GEN-000022,20,78486,696,0,75,flat_then_spike,botted
GEN-000022,22,80776,719,0,81,flat_then_spike,botted
GEN-000022,24,83358,743,0,85,flat_then_spike,botted
GEN-000023,0,0,0,0,0,smooth_gradual,clean
GEN-000023,2,86,11,1,4,smooth_gradual,clean
GEN-000023,4,370,19,2,5,smooth_gradual,clean
GEN-000023,6,721,25,4,6,smooth_gradual,clean
GEN-000023,8,801,44,6,11,smooth_gradual,clean
GEN-000023,10,933,48,8,12,smooth_gradual,clean
GEN-000023,12,1062,58,9,12,smooth_gradual,clean
GEN-000023,14,1171,67,11,13,smooth_gradual,clean
GEN-000023,16,1620,71,12,17,smooth_gradual,clean
GEN-000023,18,2088,85,13,18,smooth_gradual,clean
GEN-000023,20,2250,99,14,19,smooth_gradual,clean
GEN-000023,22,2576,106,15,22,smooth_gradual,clean
GEN-000023,24,3027,148,18,29,smooth_gradual,clean
GEN-000024,0,0,0,0,0,flat_then_spike,botted
GEN-000024,2,200,1,0,0,flat_then_spike,botted
GEN-000024,4,400,2,0,0,flat_then_spike,botted
GEN-000024,6,600,3,0,0,flat_then_spike,botted
GEN-000024,8,800,331,0,2,flat_then_spike,botted
GEN-000024,10,72665,356,0,2,flat_then_spike,botted
GEN-000024,12,79247,383,0,2,flat_then_spike,botted
GEN-000024,14,85119,398,0,2,flat_then_spike,botted
GEN-000024,16,93105,429,0,2,flat_then_spike,botted
GEN-000024,18,95876,449,0,2,flat_then_spike,botted
GEN-000024,20,101291,477,0,2,flat_then_spike,botted
GEN-000024,22,107270,514,0,2,flat_then_spike,botted
GEN-000024,24,115902,524,0,2,flat_then_spike,botted
GEN-000025,0,0,0,0,0,vertical_spike_no_engagement,botted
GEN-000025,2,13172,97,0,0,vertical_spike_no_engagement,botted
GEN-000025,4,26344,195,0,0,vertical_spike_no_engagement,botted
GEN-000025,6,39516,293,0,0,vertical_spike_no_engagement,botted
GEN-000025,8,632279,391,28,0,vertical_spike_no_engagement,botted
GEN-000025,10,645451,489,28,0,vertical_spike_no_engagement,botted
GEN-000025,12,658623,587,29,0,vertical_spike_no_engagement,botted
GEN-000025,14,671796,685,30,22,vertical_spike_no_engagement,botted
GEN-000025,16,684969,5089,31,23,vertical_spike_no_engagement,botted
GEN-000025,18,698142,5187,32,24,vertical_spike_no_engagement,botted
GEN-000025,20,711315,5285,33,25,vertical_spike_no_engagement,botted
GEN-000025,22,724488,5383,34,26,vertical_spike_no_engagement,botted
GEN-000025,24,737661,5481,35,27,vertical_spike_no_engagement,botted
GEN-000026,0,0,0,0,0,step_like_batches,suspicious
GEN-000026,2,810,13,1,2,step_like_batches,suspicious
GEN-000026,4,1620,27,2,76,step_like_batches,suspicious
GEN-000026,6,2430,41,39,115,step_like_batches,suspicious
GEN-000026,8,3239,391,84,166,step_like_batches,suspicious
GEN-000026,10,4049,405,85,216,step_like_batches,suspicious
GEN-000026,12,34888,419,86,218,step_like_batches,suspicious
GEN-000026,14,35698,863,87,220,step_like_batches,suspicious
GEN-000026,16,57402,877,88,222,step_like_batches,suspicious
GEN-000026,18,58212,1369,89,224,step_like_batches,suspicious
GEN-000026,20,83621,1383,124,226,step_like_batches,suspicious
GEN-000026,22,113984,1397,126,228,step_like_batches,suspicious
GEN-000026,24,114794,1912,128,230,step_like_batches,suspicious
GEN-000027,0,0,0,0,0,likes_freeze,botted
GEN-000027,2,13087,1025,0,50,likes_freeze,botted
GEN-000027,4,77922,1641,0,100,likes_freeze,botted
GEN-000027,6,191568,2669,0,150,likes_freeze,botted
GEN-000027,8,244071,3535,0,200,likes_freeze,botted
GEN-000027,10,260377,3535,0,250,likes_freeze,botted
GEN-000027,12,321269,3535,0,300,likes_freeze,botted
GEN-000027,14,388117,3535,0,350,likes_freeze,botted
GEN-000027,16,460310,3535,0,400,likes_freeze,botted
GEN-000027,18,522145,3535,0,450,likes_freeze,botted
GEN-000027,20,646364,3535,0,501,likes_freeze,botted
GEN-000027,22,666553,3535,0,552,likes_freeze,botted
GEN-000027,24,667497,3535,0,603,likes_freeze,botted
GEN-000028,0,0,0,0,0,smooth_gradual,clean
GEN-000028,2,9045,366,214,254,smooth_gradual,clean
GEN-000028,4,13641,953,347,405,smooth_gradual,clean
GEN-000028,6,50934,2111,588,535,smooth_gradual,clean
GEN-000028,8,63323,4037,620,631,smooth_gradual,clean
GEN-000028,10,68819,4678,727,766,smooth_gradual,clean
GEN-000028,12,111831,5646,870,920,smooth_gradual,clean
GEN-000028,14,132565,6660,1013,971,smooth_gradual,clean
GEN-000028,16,155377,9370,1125,1234,smooth_gradual,clean
GEN-000028,18,213390,10685,1280,1331,smooth_gradual,clean
GEN-000028,20,241077,15215,1449,1712,smooth_gradual,clean
GEN-000028,22,251567,16184,1539,1879,smooth_gradual,clean
GEN-000028,24,281757,17127,1863,2198,smooth_gradual,clean
GEN-000029,0,0,0,0,0,smooth_gradual,clean
GEN-000029,2,8270,113,64,53,smooth_gradual,clean
GEN-000029,4,10600,156,80,89,smooth_gradual,clean
GEN-000029,6,13494,805,89,161,smooth_gradual,clean
GEN-000029,8,21548,943,94,188,smooth_gradual,clean
GEN-000029,10,25411,1214,100,189,smooth_gradual,clean
GEN-000029,12,28224,1348,124,209,smooth_gradual,clean
GEN-000029,14,33347,1407,175,252,smooth_gradual,clean
GEN-000029,16,40550,1467,208,314,smooth_gradual,clean
GEN-000029,18,44009,1577,214,363,smooth_gradual,clean
GEN-000029,20,54724,1745,243,413,smooth_gradual,clean
GEN-000029,22,56213,1799,318,571,smooth_gradual,clean
GEN-000029,24,62111,1891,342,602,smooth_gradual,clean
GEN-000030,0,0,0,0,0,normal_viral_smooth,clean
GEN-000030,2,5156,111,14,0,normal_viral_smooth,clean
GEN-000030,4,10713,465,18,12,normal_viral_smooth,clean
GEN-000030,6,13831,668,21,18,normal_viral_smooth,clean
GEN-000030,8,22894,1057,23,38,normal_viral_smooth,clean
GEN-000030,10,25209,1319,34,54,normal_viral_smooth,clean
GEN-000030,12,32419,1354,35,67,normal_viral_smooth,clean
GEN-000030,14,33259,1369,37,78,normal_viral_smooth,clean
GEN-000030,16,36480,1527,42,81,normal_viral_smooth,clean
GEN-000030,18,41773,1964,53,137,normal_viral_smooth,clean
GEN-000030,20,66229,2117,58,141,normal_viral_smooth,clean
GEN-000030,22,91467,2780,79,186,normal_viral_smooth,clean
GEN-000030,24,107834,3248,105,211,normal_viral_smooth,clean
GEN-000031,0,0,0,0,0,late_like_spike,botted
GEN-000031,2,37644,78,0,0,late_like_spike,botted
GEN-000031,4,61423,156,0,0,late_like_spike,botted
GEN-000031,6,76408,234,0,0,late_like_spike,botted
GEN-000031,8,98460,313,0,0,late_like_spike,botted
GEN-000031,10,140196,391,0,0,late_like_spike,botted
GEN-000031,12,176343,470,0,0,late_like_spike,botted
GEN-000031,14,194588,549,0,0,late_like_spike,botted
GEN-000031,16,241778,628,0,0,late_like_spike,botted
GEN-000031,18,279139,707,0,37,late_like_spike,botted
GEN-000031,20,311937,786,0,74,late_like_spike,botted
GEN-000031,22,341813,865,0,111,late_like_spike,botted
GEN-000031,24,470648,4009,0,148,late_like_spike,botted
GEN-000032,0,0,0,0,0,normal_viral_smooth,clean
GEN-000032,2,642,86,8,12,normal_viral_smooth,clean
GEN-000032,4,4422,133,30,23,normal_viral_smooth,clean
GEN-000032,6,8128,206,40,59,normal_viral_smooth,clean
GEN-000032,8,10607,245,113,66,normal_viral_smooth,clean
GEN-000032,10,14704,367,172,100,normal_viral_smooth,clean
GEN-000032,12,17036,461,211,126,normal_viral_smooth,clean
GEN-000032,14,24304,636,252,169,normal_viral_smooth,clean
GEN-000032,16,27192,857,267,206,normal_viral_smooth,clean
GEN-000032,18,29843,1115,346,332,normal_viral_smooth,clean
GEN-000032,20,33810,1193,371,366,normal_viral_smooth,clean
GEN-000032,22,43892,1354,390,388,normal_viral_smooth,clean
GEN-000032,24,45877,1662,466,419,normal_viral_smooth,clean
GEN-000033,0,0,0,0,0,normal_viral_smooth,clean
GEN-000033,2,8991,351,45,81,normal_viral_smooth,clean
GEN-000033,4,10877,928,85,125,normal_viral_smooth,clean
GEN-000033,6,33041,1905,98,176,normal_viral_smooth,clean
GEN-000033,8,43042,1988,124,208,normal_viral_smooth,clean
GEN-000033,10,59422,2675,308,277,normal_viral_smooth,clean
GEN-000033,12,65199,4871,346,366,normal_viral_smooth,clean
GEN-000033,14,67055,5851,391,465,normal_viral_smooth,clean
GEN-000033,16,75576,6085,438,677,normal_viral_smooth,clean
GEN-000033,18,97745,6655,550,711,normal_viral_smooth,clean
GEN-000033,20,101672,7818,604,783,normal_viral_smooth,clean
GEN-000033,22,110480,8308,671,845,normal_viral_smooth,clean
GEN-000033,24,112009,9367,752,1069,normal_viral_smooth,clean
GEN-000034,0,0,0,0,0,normal_viral_smooth,clean
GEN-000034,2,466,73,19,3,normal_viral_smooth,clean
GEN-000034,4,1868,251,28,7,normal_viral_smooth,clean
GEN-000034,6,4532,313,30,19,normal_viral_smooth,clean
GEN-000034,8,7158,373,51,23,normal_viral_smooth,clean
GEN-000034,10,8280,472,60,27,normal_viral_smooth,clean
GEN-000034,12,8439,532,73,28,normal_viral_smooth,clean
GEN-000034,14,8684,636,78,29,normal_viral_smooth,clean
GEN-000034,16,10055,714,120,31,normal_viral_smooth,clean
GEN-000034,18,11293,780,135,32,normal_viral_smooth,clean
GEN-000034,20,12791,991,154,35,normal_viral_smooth,clean
GEN-000034,22,15342,1148,166,45,normal_viral_smooth,clean
GEN-000034,24,17310,1529,192,51,normal_viral_smooth,clean
GEN-000035,0,0,0,0,0,flat_then_spike,suspicious
GEN-000035,2,119,2,0,0,flat_then_spike,suspicious
GEN-000035,4,238,4,0,0,flat_then_spike,suspicious
GEN-000035,6,357,6,0,0,flat_then_spike,suspicious
GEN-000035,8,43312,8,0,9,flat_then_spike,suspicious
GEN-000035,10,48525,10,0,10,flat_then_spike,suspicious
GEN-000035,12,51096,757,58,10,flat_then_spike,suspicious
GEN-000035,14,54938,853,66,11,flat_then_spike,suspicious
GEN-000035,16,60668,917,73,11,flat_then_spike,suspicious
GEN-000035,18,63449,990,79,11,flat_then_spike,suspicious
GEN-000035,20,66740,1045,82,11,flat_then_spike,suspicious
GEN-000035,22,72175,1093,90,12,flat_then_spike,suspicious
GEN-000035,24,74955,1141,97,13,flat_then_spike,suspicious
GEN-000036,0,0,0,0,0,step_like_batches,suspicious
