submission_id,hour_since_post,views_cumulative,likes_cumulative,comments_cumulative,shares_cumulative,graph_pattern,label
SYN-0045,10,239365,26197,1083,791,smooth_gradual,clean
SYN-0045,12,257258,28155,1164,850,smooth_gradual,clean
SYN-0045,14,268310,29365,1214,886,smooth_gradual,clean
SYN-0045,16,284732,31162,1289,941,smooth_gradual,clean
SYN-0045,18,296577,32458,1342,980,smooth_gradual,clean
SYN-0045,20,300150,32849,1358,992,smooth_gradual,clean
SYN-0045,22,302055,33058,1367,998,smooth_gradual,clean
SYN-0045,24,309366,33858,1400,1022,smooth_gradual,clean
SYN-0134,0,0,0,0,0,late_like_spike,suspicious
SYN-0134,2,7925,67,1,3,late_like_spike,suspicious
SYN-0134,4,14529,72,1,3,late_like_spike,suspicious
SYN-0134,6,20726,77,1,3,late_like_spike,suspicious
SYN-0134,8,24611,82,1,4,late_like_spike,suspicious
SYN-0134,10,29345,87,1,4,late_like_spike,suspicious
SYN-0134,12,31673,92,1,4,late_like_spike,suspicious
SYN-0134,14,34939,98,1,4,late_like_spike,suspicious
SYN-0134,16,37268,103,1,5,late_like_spike,suspicious
SYN-0134,18,39604,154,2,7,late_like_spike,suspicious
SYN-0134,20,40870,308,3,14,late_like_spike,suspicious
SYN-0134,22,41870,462,4,20,late_like_spike,suspicious
SYN-0134,24,42995,616,6,27,late_like_spike,suspicious
SYN-0185,0,0,0,0,0,step_like_batches,suspicious
SYN-0185,2,7410,75,0,0,step_like_batches,suspicious
SYN-0185,4,9191,93,0,0,step_like_batches,suspicious
SYN-0185,6,16401,167,1,1,step_like_batches,suspicious
SYN-0185,8,23664,240,1,1,step_like_batches,suspicious
SYN-0185,10,26668,271,1,1,step_like_batches,suspicious
SYN-0185,12,59837,607,3,3,step_like_batches,suspicious
SYN-0185,14,63087,640,3,3,step_like_batches,suspicious
SYN-0185,16,112993,1147,5,5,step_like_batches,suspicious
SYN-0185,18,117363,1192,5,6,step_like_batches,suspicious
SYN-0185,20,180280,1830,8,9,step_like_batches,suspicious
SYN-0185,22,180280,1830,8,9,step_like_batches,suspicious
SYN-0185,24,252356,2562,11,12,step_like_batches,suspicious
SYN-0239,0,0,0,0,0,vertical_spike_no_engagement,botted
SYN-0239,2,61,1,0,1,vertical_spike_no_engagement,botted
SYN-0239,4,311,1,1,2,vertical_spike_no_engagement,botted
SYN-0239,6,311,2,1,2,vertical_spike_no_engagement,botted
SYN-0239,8,311,3,2,3,vertical_spike_no_engagement,botted
SYN-0239,10,311,3,2,4,vertical_spike_no_engagement,botted
SYN-0239,12,311,3,2,4,vertical_spike_no_engagement,botted
SYN-0239,14,828,4,2,5,vertical_spike_no_engagement,botted
SYN-0239,16,828,4,2,5,vertical_spike_no_engagement,botted
SYN-0239,18,15972,4,3,5,vertical_spike_no_engagement,botted
SYN-0239,20,20259,5,3,6,vertical_spike_no_engagement,botted
SYN-0239,22,21323,5,3,6,vertical_spike_no_engagement,botted
SYN-0239,24,22984,5,3,6,vertical_spike_no_engagement,botted
SYN-0119,0,0,0,0,0,flat_then_spike,suspicious
SYN-0119,2,12404,464,0,29,flat_then_spike,suspicious
SYN-0119,4,12404,873,1,54,flat_then_spike,suspicious
SYN-0119,6,12404,1234,1,76,flat_then_spike,suspicious
SYN-0119,8,16577,1553,1,96,flat_then_spike,suspicious
SYN-0119,10,16577,1834,1,114,flat_then_spike,suspicious
SYN-0119,12,16577,2082,1,129,flat_then_spike,suspicious
SYN-0119,14,16577,2301,2,143,flat_then_spike,suspicious
SYN-0119,16,143799,2495,2,155,flat_then_spike,suspicious
SYN-0119,18,235350,2665,2,165,flat_then_spike,suspicious
SYN-0119,20,269601,2816,2,175,flat_then_spike,suspicious
SYN-0119,22,298598,2949,2,183,flat_then_spike,suspicious
SYN-0119,24,325688,3066,2,190,flat_then_spike,suspicious
SYN-0110,0,0,0,0,0,step_like_batches,suspicious
SYN-0110,2,371,40,0,4,step_like_batches,suspicious
SYN-0110,4,752,75,0,8,step_like_batches,suspicious
SYN-0110,6,912,106,0,11,step_like_batches,suspicious
SYN-0110,8,1773,133,1,14,step_like_batches,suspicious
SYN-0110,10,1773,157,1,16,step_like_batches,suspicious
SYN-0110,12,3917,179,1,18,step_like_batches,suspicious
SYN-0110,14,3917,197,1,20,step_like_batches,suspicious
SYN-0110,16,7624,214,1,22,step_like_batches,suspicious
SYN-0110,18,7829,229,1,23,step_like_batches,suspicious
SYN-0110,20,11349,242,1,25,step_like_batches,suspicious
SYN-0110,22,12017,253,1,26,step_like_batches,suspicious
SYN-0110,24,16556,263,1,27,step_like_batches,suspicious
SYN-0088,0,0,0,0,0,smooth_gradual,clean
SYN-0088,2,966,99,2,4,smooth_gradual,clean
SYN-0088,4,1817,185,4,8,smooth_gradual,clean
SYN-0088,6,2383,243,6,10,smooth_gradual,clean
SYN-0088,8,2794,285,7,12,smooth_gradual,clean
SYN-0088,10,3244,331,8,14,smooth_gradual,clean
SYN-0088,12,3485,356,8,15,smooth_gradual,clean
SYN-0088,14,3679,375,9,16,smooth_gradual,clean
SYN-0088,16,3825,390,9,17,smooth_gradual,clean
SYN-0088,18,3885,396,9,17,smooth_gradual,clean
SYN-0088,20,4017,410,10,17,smooth_gradual,clean
SYN-0088,22,4088,417,10,18,smooth_gradual,clean
SYN-0088,24,4145,423,10,18,smooth_gradual,clean
SYN-0277,0,0,0,0,0,flat_then_spike,botted
SYN-0277,2,8843,240,3,10,flat_then_spike,botted
SYN-0277,4,13810,453,5,19,flat_then_spike,botted
SYN-0277,6,13810,640,7,26,flat_then_spike,botted
SYN-0277,8,13810,805,9,33,flat_then_spike,botted
SYN-0277,10,16216,951,10,39,flat_then_spike,botted
SYN-0277,12,16216,1080,12,44,flat_then_spike,botted
SYN-0277,14,18859,1193,13,49,flat_then_spike,botted
SYN-0277,16,155150,1294,14,53,flat_then_spike,botted
SYN-0277,18,247772,1382,15,57,flat_then_spike,botted
SYN-0277,20,281436,1460,16,60,flat_then_spike,botted
SYN-0277,22,306056,1529,16,63,flat_then_spike,botted
SYN-0277,24,341702,1590,17,65,flat_then_spike,botted
SYN-0080,0,0,0,0,0,smooth_gradual,clean
SYN-0080,2,54,1,0,0,smooth_gradual,clean
SYN-0080,4,92,1,0,0,smooth_gradual,clean
SYN-0080,6,118,1,0,1,smooth_gradual,clean
SYN-0080,8,140,1,0,1,smooth_gradual,clean
SYN-0080,10,161,2,0,1,smooth_gradual,clean
SYN-0080,12,176,2,0,1,smooth_gradual,clean
SYN-0080,14,183,2,0,1,smooth_gradual,clean
SYN-0080,16,190,2,0,1,smooth_gradual,clean
SYN-0080,18,198,2,0,1,smooth_gradual,clean
SYN-0080,20,203,2,0,1,smooth_gradual,clean
SYN-0080,22,208,2,0,1,smooth_gradual,clean
SYN-0080,24,208,2,0,1,smooth_gradual,clean
SYN-0075,0,0,0,0,0,normal_viral_smooth,clean
SYN-0075,2,456,36,4,0,normal_viral_smooth,clean
SYN-0075,4,1716,135,13,1,normal_viral_smooth,clean
SYN-0075,6,4375,345,34,3,normal_viral_smooth,clean
SYN-0075,8,8555,675,67,6,normal_viral_smooth,clean
SYN-0075,10,15010,1184,118,10,normal_viral_smooth,clean
SYN-0075,12,22055,1740,173,15,normal_viral_smooth,clean
SYN-0075,14,28538,2251,224,19,normal_viral_smooth,clean
SYN-0075,16,33913,2675,266,22,normal_viral_smooth,clean
SYN-0075,18,37430,2953,294,25,normal_viral_smooth,clean
SYN-0075,20,39260,3097,308,26,normal_viral_smooth,clean
SYN-0075,22,40020,3157,314,26,normal_viral_smooth,clean
SYN-0075,24,40933,3229,321,27,normal_viral_smooth,clean
SYN-0145,0,0,0,0,0,late_like_spike,suspicious
SYN-0145,2,65019,788,20,44,late_like_spike,suspicious
SYN-0145,4,114573,848,22,47,late_like_spike,suspicious
SYN-0145,6,150146,909,23,51,late_like_spike,suspicious
SYN-0145,8,183682,969,25,54,late_like_spike,suspicious
SYN-0145,10,215776,1030,26,57,late_like_spike,suspicious
SYN-0145,12,239156,1091,28,61,late_like_spike,suspicious
SYN-0145,14,256969,1151,29,64,late_like_spike,suspicious
SYN-0145,16,276580,1212,31,68,late_like_spike,suspicious
SYN-0145,18,295724,1818,46,101,late_like_spike,suspicious
SYN-0145,20,300768,3636,93,203,late_like_spike,suspicious
SYN-0145,22,313444,5453,139,304,late_like_spike,suspicious
SYN-0145,24,320603,7271,186,405,late_like_spike,suspicious
SYN-0056,0,0,0,0,0,smooth_gradual,clean
SYN-0056,2,248,2,0,1,smooth_gradual,clean
SYN-0056,4,437,4,0,2,smooth_gradual,clean
SYN-0056,6,557,5,1,3,smooth_gradual,clean
SYN-0056,8,683,6,1,3,smooth_gradual,clean
SYN-0056,10,762,6,1,4,smooth_gradual,clean
SYN-0056,12,825,7,1,4,smooth_gradual,clean
SYN-0056,14,862,7,1,4,smooth_gradual,clean
SYN-0056,16,902,7,1,5,smooth_gradual,clean
SYN-0056,18,928,8,1,5,smooth_gradual,clean
SYN-0056,20,969,8,1,5,smooth_gradual,clean
SYN-0056,22,983,8,1,5,smooth_gradual,clean
SYN-0056,24,984,8,1,5,smooth_gradual,clean
SYN-0108,0,0,0,0,0,low_engagement_smooth,suspicious
SYN-0108,2,3923,42,1,1,low_engagement_smooth,suspicious
SYN-0108,4,11082,118,4,2,low_engagement_smooth,suspicious
SYN-0108,6,31699,339,12,6,low_engagement_smooth,suspicious
SYN-0108,8,77736,830,28,15,low_engagement_smooth,suspicious
SYN-0108,10,138003,1474,50,26,low_engagement_smooth,suspicious
SYN-0108,12,226975,2424,82,42,low_engagement_smooth,suspicious
SYN-0108,14,346992,3706,126,65,low_engagement_smooth,suspicious
SYN-0108,16,450242,4809,164,84,low_engagement_smooth,suspicious
SYN-0108,18,521648,5572,190,97,low_engagement_smooth,suspicious
SYN-0108,20,561186,5994,204,105,low_engagement_smooth,suspicious
SYN-0108,22,581991,6217,211,109,low_engagement_smooth,suspicious
SYN-0108,24,600000,6409,218,112,low_engagement_smooth,suspicious
SYN-0032,0,0,0,0,0,normal_viral_smooth,clean
SYN-0032,2,7299,82,2,12,normal_viral_smooth,clean
SYN-0032,4,27756,313,8,45,normal_viral_smooth,clean
SYN-0032,6,51543,581,14,84,normal_viral_smooth,clean
SYN-0032,8,86475,974,23,141,normal_viral_smooth,clean
SYN-0032,10,146439,1650,40,238,normal_viral_smooth,clean
SYN-0032,12,214612,2418,58,349,normal_viral_smooth,clean
SYN-0032,14,282931,3188,77,460,normal_viral_smooth,clean
SYN-0032,16,342592,3861,93,557,normal_viral_smooth,clean
SYN-0032,18,369542,4164,100,600,normal_viral_smooth,clean
SYN-0032,20,397321,4477,108,646,normal_viral_smooth,clean
SYN-0032,22,401070,4520,109,652,normal_viral_smooth,clean
SYN-0032,24,409895,4619,111,666,normal_viral_smooth,clean
SYN-0084,0,0,0,0,0,smooth_gradual,clean
SYN-0084,2,101,14,0,1,smooth_gradual,clean
SYN-0084,4,189,26,1,3,smooth_gradual,clean
SYN-0084,6,255,36,1,4,smooth_gradual,clean
SYN-0084,8,292,41,1,4,smooth_gradual,clean
SYN-0084,10,337,47,2,5,smooth_gradual,clean
SYN-0084,12,366,51,2,5,smooth_gradual,clean
SYN-0084,14,382,53,2,5,smooth_gradual,clean
SYN-0084,16,399,56,2,5,smooth_gradual,clean
SYN-0084,18,408,57,2,6,smooth_gradual,clean
SYN-0084,20,426,60,2,6,smooth_gradual,clean
SYN-0084,22,433,61,2,6,smooth_gradual,clean
SYN-0084,24,436,61,2,6,smooth_gradual,clean
SYN-0158,0,0,0,0,0,low_engagement_smooth,suspicious
SYN-0158,2,2498,14,1,1,low_engagement_smooth,suspicious
SYN-0158,4,2831,16,1,1,low_engagement_smooth,suspicious
SYN-0158,6,6681,38,2,3,low_engagement_smooth,suspicious
SYN-0158,8,14244,81,4,5,low_engagement_smooth,suspicious
SYN-0158,10,27047,154,9,10,low_engagement_smooth,suspicious
SYN-0158,12,48309,275,15,18,low_engagement_smooth,suspicious
SYN-0158,14,69333,395,22,26,low_engagement_smooth,suspicious
SYN-0158,16,90488,516,29,35,low_engagement_smooth,suspicious
SYN-0158,18,106639,608,34,41,low_engagement_smooth,suspicious
SYN-0158,20,113393,646,36,43,low_engagement_smooth,suspicious
SYN-0158,22,117080,667,37,45,low_engagement_smooth,suspicious
SYN-0158,24,120570,687,38,46,low_engagement_smooth,suspicious
SYN-0021,0,0,0,0,0,normal_viral_smooth,clean
SYN-0021,2,12135,516,66,75,normal_viral_smooth,clean
SYN-0021,4,66173,2816,361,409,normal_viral_smooth,clean
SYN-0021,6,114590,4877,625,708,normal_viral_smooth,clean
SYN-0021,8,210295,8949,1147,1298,normal_viral_smooth,clean
SYN-0021,10,354255,15076,1933,2187,normal_viral_smooth,clean
SYN-0021,12,491828,20930,2683,3037,normal_viral_smooth,clean
SYN-0021,14,637276,27120,3477,3935,normal_viral_smooth,clean
SYN-0021,16,772390,32870,4214,4769,normal_viral_smooth,clean
SYN-0021,18,847624,36072,4625,5234,normal_viral_smooth,clean
SYN-0021,20,876392,37296,4782,5411,normal_viral_smooth,clean
SYN-0021,22,923996,39322,5041,5705,normal_viral_smooth,clean
SYN-0021,24,928353,39507,5065,5732,normal_viral_smooth,clean
SYN-0020,0,0,0,0,0,smooth_gradual,clean
SYN-0020,2,1163,30,1,3,smooth_gradual,clean
SYN-0020,4,2212,57,2,6,smooth_gradual,clean
SYN-0020,6,2905,75,3,8,smooth_gradual,clean
SYN-0020,8,3482,90,3,10,smooth_gradual,clean
SYN-0020,10,3833,99,4,11,smooth_gradual,clean
SYN-0020,12,4223,109,4,12,smooth_gradual,clean
SYN-0020,14,4390,114,4,12,smooth_gradual,clean
SYN-0020,16,4546,118,5,13,smooth_gradual,clean
SYN-0020,18,4727,122,5,13,smooth_gradual,clean
SYN-0020,20,4871,126,5,14,smooth_gradual,clean
SYN-0020,22,5003,129,5,14,smooth_gradual,clean
SYN-0020,24,5025,130,5,14,smooth_gradual,clean
SYN-0267,0,0,0,0,0,likes_freeze,botted
SYN-0267,2,39,84,0,2,likes_freeze,botted
SYN-0267,4,149,140,1,3,likes_freeze,botted
SYN-0267,6,259,161,1,3,likes_freeze,botted
SYN-0267,8,259,161,1,3,likes_freeze,botted
SYN-0267,10,259,161,1,3,likes_freeze,botted
SYN-0267,12,663,161,1,3,likes_freeze,botted
SYN-0267,14,4132,161,1,3,likes_freeze,botted
SYN-0267,16,7046,161,1,3,likes_freeze,botted
SYN-0267,18,7858,161,1,3,likes_freeze,botted
SYN-0267,20,8562,161,1,3,likes_freeze,botted
SYN-0267,22,9313,161,1,3,likes_freeze,botted
SYN-0267,24,10000,247,1,5,likes_freeze,botted
SYN-0283,0,0,0,0,0,vertical_spike_no_engagement,botted
SYN-0283,2,0,6908,0,7,vertical_spike_no_engagement,botted
SYN-0283,4,7162,11462,1,12,vertical_spike_no_engagement,botted
SYN-0283,6,7162,13177,1,14,vertical_spike_no_engagement,botted
SYN-0283,8,7162,13177,1,14,vertical_spike_no_engagement,botted
SYN-0283,10,7162,13177,1,14,vertical_spike_no_engagement,botted
SYN-0283,12,7162,13177,1,14,vertical_spike_no_engagement,botted
SYN-0283,14,7162,13177,1,14,vertical_spike_no_engagement,botted
SYN-0283,16,7162,13177,1,14,vertical_spike_no_engagement,botted
SYN-0283,18,208586,13177,1,14,vertical_spike_no_engagement,botted
SYN-0283,20,261274,13177,1,14,vertical_spike_no_engagement,botted
SYN-0283,22,280877,13177,1,14,vertical_spike_no_engagement,botted
SYN-0283,24,301964,20272,1,22,vertical_spike_no_engagement,botted
SYN-0122,0,0,0,0,0,late_like_spike,suspicious
SYN-0122,2,71644,227,4,26,late_like_spike,suspicious
SYN-0122,4,131282,244,4,28,late_like_spike,suspicious
SYN-0122,6,184711,262,5,30,late_like_spike,suspicious
SYN-0122,8,222254,279,5,32,late_like_spike,suspicious
SYN-0122,10,257335,296,5,34,late_like_spike,suspicious
SYN-0122,12,293040,314,6,36,late_like_spike,suspicious
SYN-0122,14,319061,331,6,38,late_like_spike,suspicious
SYN-0122,16,329429,349,6,41,late_like_spike,suspicious
SYN-0122,18,354130,523,9,61,late_like_spike,suspicious
SYN-0122,20,361346,1046,19,122,late_like_spike,suspicious
SYN-0122,22,372933,1569,28,182,late_like_spike,suspicious
SYN-0122,24,385415,2092,37,243,late_like_spike,suspicious
SYN-0148,0,0,0,0,0,low_engagement_smooth,suspicious
SYN-0148,2,125,54,1,3,low_engagement_smooth,suspicious
SYN-0148,4,173,103,1,6,low_engagement_smooth,suspicious
SYN-0148,6,1058,145,2,9,low_engagement_smooth,suspicious
SYN-0148,8,2246,182,2,11,low_engagement_smooth,suspicious
SYN-0148,10,3701,215,2,13,low_engagement_smooth,suspicious
SYN-0148,12,6857,245,3,15,low_engagement_smooth,suspicious
SYN-0148,14,9834,270,3,17,low_engagement_smooth,suspicious
SYN-0148,16,12793,293,3,18,low_engagement_smooth,suspicious
SYN-0148,18,14638,313,3,19,low_engagement_smooth,suspicious
SYN-0148,20,15944,331,4,20,low_engagement_smooth,suspicious
SYN-0148,22,16762,346,4,21,low_engagement_smooth,suspicious
SYN-0148,24,17008,360,4,22,low_engagement_smooth,suspicious
SYN-0184,0,0,0,0,0,low_engagement_smooth,suspicious
SYN-0184,2,6708,81,0,3,low_engagement_smooth,suspicious
SYN-0184,4,6708,81,0,3,low_engagement_smooth,suspicious
SYN-0184,6,37288,448,1,15,low_engagement_smooth,suspicious
SYN-0184,8,75374,906,2,31,low_engagement_smooth,suspicious
SYN-0184,10,142507,1713,3,59,low_engagement_smooth,suspicious
SYN-0184,12,228878,2751,5,95,low_engagement_smooth,suspicious
SYN-0184,14,341475,4105,7,141,low_engagement_smooth,suspicious
SYN-0184,16,448468,5391,10,185,low_engagement_smooth,suspicious
SYN-0184,18,518279,6231,11,214,low_engagement_smooth,suspicious
SYN-0184,20,562523,6762,12,233,low_engagement_smooth,suspicious
SYN-0184,22,595466,7158,13,246,low_engagement_smooth,suspicious
SYN-0184,24,600000,7213,13,248,low_engagement_smooth,suspicious
SYN-0120,0,0,0,0,0,low_engagement_smooth,suspicious
SYN-0120,2,3248,34,1,2,low_engagement_smooth,suspicious
SYN-0120,4,16686,177,6,9,low_engagement_smooth,suspicious
SYN-0120,6,42856,454,15,23,low_engagement_smooth,suspicious
SYN-0120,8,80139,850,28,44,low_engagement_smooth,suspicious
SYN-0120,10,133978,1421,46,73,low_engagement_smooth,suspicious
SYN-0120,12,232467,2465,81,127,low_engagement_smooth,suspicious
SYN-0120,14,345694,3666,120,189,low_engagement_smooth,suspicious
SYN-0120,16,444220,4710,154,243,low_engagement_smooth,suspicious
SYN-0120,18,529073,5610,183,289,low_engagement_smooth,suspicious
SYN-0120,20,561402,5953,195,307,low_engagement_smooth,suspicious
SYN-0120,22,594259,6301,206,325,low_engagement_smooth,suspicious
SYN-0120,24,600000,6362,208,328,low_engagement_smooth,suspicious
SYN-0163,0,0,0,0,0,step_like_batches,suspicious
SYN-0163,2,14759,208,3,13,step_like_batches,suspicious
SYN-0163,4,23480,330,5,20,step_like_batches,suspicious
SYN-0163,6,27897,392,7,24,step_like_batches,suspicious
SYN-0163,8,55761,784,13,48,step_like_batches,suspicious
SYN-0163,10,63378,891,15,55,step_like_batches,suspicious
SYN-0163,12,135216,1901,32,117,step_like_batches,suspicious
SYN-0163,14,152323,2142,36,131,step_like_batches,suspicious
SYN-0163,16,267985,3768,63,231,step_like_batches,suspicious
SYN-0163,18,278749,3920,65,240,step_like_batches,suspicious
SYN-0163,20,415855,5848,97,358,step_like_batches,suspicious
SYN-0163,22,429011,6033,100,370,step_like_batches,suspicious
SYN-0163,24,600000,8437,140,517,step_like_batches,suspicious
SYN-0009,0,0,0,0,0,normal_viral_smooth,clean
SYN-0009,2,1440,198,3,21,normal_viral_smooth,clean
SYN-0009,4,2518,346,5,37,normal_viral_smooth,clean
SYN-0009,6,7778,1070,17,114,normal_viral_smooth,clean
SYN-0009,8,14080,1937,30,207,normal_viral_smooth,clean
SYN-0009,10,21693,2985,46,319,normal_viral_smooth,clean
SYN-0009,12,32459,4466,69,477,normal_viral_smooth,clean
SYN-0009,14,41661,5732,89,612,normal_viral_smooth,clean
SYN-0009,16,50163,6902,107,737,normal_viral_smooth,clean
SYN-0009,18,54661,7521,117,804,normal_viral_smooth,clean
SYN-0009,20,58686,8075,125,863,normal_viral_smooth,clean
SYN-0009,22,59387,8171,127,873,normal_viral_smooth,clean
SYN-0009,24,60404,8311,129,888,normal_viral_smooth,clean
SYN-0168,0,0,0,0,0,flat_then_spike,suspicious
SYN-0168,2,20584,975,2,114,flat_then_spike,suspicious
SYN-0168,4,24219,1836,4,214,flat_then_spike,suspicious
SYN-0168,6,24219,2595,6,303,flat_then_spike,suspicious
SYN-0168,8,24219,3265,7,381,flat_then_spike,suspicious
SYN-0168,10,32613,3857,8,450,flat_then_spike,suspicious
SYN-0168,12,32613,4379,10,511,flat_then_spike,suspicious
SYN-0168,14,35196,4839,11,565,flat_then_spike,suspicious
SYN-0168,16,271084,5246,11,613,flat_then_spike,suspicious
SYN-0168,18,440321,5604,12,655,flat_then_spike,suspicious
SYN-0168,20,494892,5921,13,692,flat_then_spike,suspicious
SYN-0168,22,545571,6200,13,724,flat_then_spike,suspicious
SYN-0168,24,600000,6447,14,753,flat_then_spike,suspicious
SYN-0132,0,0,0,0,0,low_engagement_smooth,suspicious
SYN-0132,2,199,24,1,1,low_engagement_smooth,suspicious
SYN-0132,4,199,45,1,1,low_engagement_smooth,suspicious
SYN-0132,6,620,64,2,2,low_engagement_smooth,suspicious
SYN-0132,8,1303,81,3,3,low_engagement_smooth,suspicious
SYN-0132,10,2247,95,3,3,low_engagement_smooth,suspicious
SYN-0132,12,3972,108,3,3,low_engagement_smooth,suspicious
SYN-0132,14,5889,119,4,4,low_engagement_smooth,suspicious
SYN-0132,16,7481,129,4,4,low_engagement_smooth,suspicious
SYN-0132,18,8764,138,4,4,low_engagement_smooth,suspicious
SYN-0132,20,9308,146,5,5,low_engagement_smooth,suspicious
SYN-0132,22,9671,153,5,5,low_engagement_smooth,suspicious
SYN-0132,24,10000,159,5,5,low_engagement_smooth,suspicious
SYN-0141,0,0,0,0,0,low_engagement_smooth,suspicious
SYN-0141,2,1694,18,0,3,low_engagement_smooth,suspicious
SYN-0141,4,1694,18,0,3,low_engagement_smooth,suspicious
SYN-0141,6,3806,40,0,6,low_engagement_smooth,suspicious
SYN-0141,8,9882,104,1,15,low_engagement_smooth,suspicious
SYN-0141,10,19215,203,2,29,low_engagement_smooth,suspicious
SYN-0141,12,32949,348,3,50,low_engagement_smooth,suspicious
SYN-0141,14,49187,519,4,75,low_engagement_smooth,suspicious
SYN-0141,16,61897,653,5,94,low_engagement_smooth,suspicious
SYN-0141,18,73946,781,6,113,low_engagement_smooth,suspicious
SYN-0141,20,78744,831,7,120,low_engagement_smooth,suspicious
SYN-0141,22,82398,870,7,126,low_engagement_smooth,suspicious
SYN-0141,24,83844,885,7,128,low_engagement_smooth,suspicious
SYN-0233,0,0,0,0,0,step_like_batches,botted
SYN-0233,2,380,121,0,0,step_like_batches,botted
SYN-0233,4,408,227,0,0,step_like_batches,botted
SYN-0233,6,678,321,0,0,step_like_batches,botted
SYN-0233,8,949,404,1,1,step_like_batches,botted
SYN-0233,10,1219,477,1,1,step_like_batches,botted
SYN-0233,12,2344,541,1,1,step_like_batches,botted
SYN-0233,14,2474,598,1,1,step_like_batches,botted
SYN-0233,16,4602,648,1,1,step_like_batches,botted
SYN-0233,18,4660,693,1,1,step_like_batches,botted
SYN-0233,20,7035,732,1,1,step_like_batches,botted
SYN-0233,22,7190,767,1,1,step_like_batches,botted
SYN-0233,24,10000,797,1,1,step_like_batches,botted
SYN-0033,0,0,0,0,0,normal_viral_smooth,clean
SYN-0033,2,77,2,0,1,normal_viral_smooth,clean
SYN-0033,4,299,9,1,3,normal_viral_smooth,clean
SYN-0033,6,703,22,2,8,normal_viral_smooth,clean
SYN-0033,8,1227,39,3,14,normal_viral_smooth,clean
